Date,Open,High,Low,Close,Adj Close,Volume
2019-10-17,131.940002,139.589996,130.139999,139.070007,139.070007,20024100
2019-10-18,137.389999,139.070007,124.790001,129.940002,129.940002,32451800
2019-10-21,128.750000,135.350006,128.210007,133.029999,133.029999,16360500
2019-10-22,132.809998,136.699997,127.019997,129.059998,129.059998,17052100
2019-10-23,129.000000,131.869995,127.019997,128.759995,128.759995,10625600
2019-10-24,128.330002,131.880005,126.410004,131.220001,131.220001,10526600
2019-10-25,129.149994,134.100006,127.300003,133.740005,133.740005,11475500
2019-10-28,137.000000,148.169998,136.399994,146.880005,146.880005,24059000
2019-10-29,146.100006,149.509995,143.679993,147.240005,147.240005,16086400
2019-10-30,147.740005,151.479996,146.839996,149.429993,149.429993,10899100
2019-10-31,149.429993,151.300003,143.360001,147.199997,147.199997,13249300
2019-11-01,148.440002,148.699997,143.410004,146.500000,146.500000,10946600
2019-11-04,147.149994,148.850006,137.449997,140.509995,140.509995,20088800
2019-11-05,140.470001,142.649994,136.710007,139.570007,139.570007,11789400
2019-11-06,138.649994,143.949997,136.809998,141.050003,141.050003,21711900
2019-11-07,118.750000,128.380005,116.260002,118.459999,118.459999,52683900
2019-11-08,119.199997,123.559998,118.699997,121.940002,121.940002,19210200
2019-11-11,120.800003,129.550003,120.279999,129.210007,129.210007,20678300
2019-11-12,130.080002,135.800003,130.078995,135.350006,135.350006,24287800
2019-11-13,134.479996,142.449997,133.059998,142.369995,142.369995,20516300
2019-11-14,142.000000,150.039993,141.194000,148.699997,148.699997,26197900
2019-11-15,151.699997,158.229996,149.800003,157.300003,157.300003,26578000
2019-11-18,157.300003,165.100006,153.559998,160.119995,160.119995,27376900
2019-11-19,153.449997,158.000000,147.509995,153.910004,153.910004,31446000
2019-11-20,152.210007,160.990005,151.169998,158.929993,158.929993,26596300
2019-11-21,159.699997,163.330002,154.130005,155.910004,155.910004,21586300
2019-11-22,158.600006,160.580002,154.559006,158.750000,158.750000,14853100
2019-11-25,160.759995,162.468994,157.509995,158.080002,158.080002,14364900
2019-11-26,158.949997,164.419998,157.600006,164.279999,164.279999,16023300
2019-11-27,167.050003,168.850006,159.610001,161.639999,161.639999,19085100
2019-11-29,160.880005,163.440002,159.300003,160.369995,160.369995,7526800
2019-12-02,145.850006,146.679993,132.399994,136.070007,136.070007,48122400
2019-12-03,138.059998,145.889999,136.520004,144.630005,144.630005,27429200
2019-12-04,149.000000,151.970001,144.052994,150.580002,150.580002,26243300
2019-12-05,152.470001,153.350006,147.550003,148.339996,148.339996,15822900
2019-12-06,148.600006,149.789993,143.130005,144.259995,144.259995,15771800
2019-12-09,143.949997,148.029999,143.610001,145.539993,145.539993,12513100
2019-12-10,146.399994,149.270004,145.300003,147.089996,147.089996,11118800
2019-12-11,147.979996,148.720001,144.669998,145.699997,145.699997,9531500
2019-12-12,144.729996,144.880005,136.809998,139.570007,139.570007,16718900
2019-12-13,138.300003,142.839996,132.160004,132.490005,132.490005,17452600
2019-12-16,134.000000,138.509995,127.529999,138.350006,138.350006,19597400
2019-12-17,136.490005,137.740005,132.800003,135.279999,135.279999,16008200
2019-12-18,136.029999,137.589996,133.929993,134.440002,134.440002,9436000
2019-12-19,134.389999,141.000000,133.800003,137.729996,137.729996,13758000
2019-12-20,140.141998,141.869995,136.350006,136.889999,136.889999,12703400
2019-12-23,137.009995,141.250000,136.080002,140.139999,140.139999,10810500
2019-12-24,141.300003,146.720993,140.500000,145.570007,145.570007,11084700
2019-12-26,146.690002,149.490005,143.820007,144.600006,144.600006,14660200
2019-12-27,144.940002,145.100006,139.000000,139.520004,139.520004,13303200
2019-12-30,137.503998,138.750000,130.600006,131.600006,131.600006,14469100
2019-12-31,128.750000,134.850006,127.220001,133.899994,133.899994,13763900
2020-01-02,135.990005,137.330002,133.580002,137.100006,137.100006,9924400
2020-01-03,134.509995,138.889999,134.000000,137.509995,137.509995,8637000
2020-01-06,136.259995,144.550003,135.755005,143.369995,143.369995,14422000
2020-01-07,144.009995,144.229996,137.910004,138.190002,138.190002,11574700
2020-01-08,137.110001,137.929993,132.850006,134.639999,134.639999,11291300
2020-01-09,135.669998,138.770004,131.240005,133.789993,133.789993,12630700
2020-01-10,132.639999,133.000000,128.100006,128.399994,128.399994,13439800
2020-01-13,130.229996,135.000000,126.300003,133.929993,133.929993,18440100
2020-01-14,134.039993,137.130005,131.119995,133.419998,133.419998,11144500
2020-01-15,132.869995,136.059998,132.130005,132.500000,132.500000,7642700
2020-01-16,132.869995,134.270004,128.399994,131.070007,131.070007,11206500
2020-01-17,131.250000,131.600006,128.380005,130.380005,130.380005,9173500
2020-01-21,132.149994,137.500000,131.229996,136.630005,136.630005,12801100
2020-01-22,137.520004,140.500000,132.309998,132.429993,132.429993,11829900
2020-01-23,132.179993,134.990005,129.550003,134.070007,134.070007,8818800
2020-01-24,133.919998,135.660004,128.789993,130.089996,130.089996,8488100
2020-01-27,127.529999,128.516998,123.779999,126.209999,126.209999,9239400
2020-01-28,127.300003,130.289993,125.010002,129.610001,129.610001,8173100
2020-01-29,130.440002,131.800003,128.619995,128.880005,128.880005,5805200
2020-01-30,127.559998,130.880005,126.800003,130.639999,130.639999,4472500
2020-01-31,129.100006,129.529999,120.349998,120.949997,120.949997,16948000
2020-02-03,123.900002,129.479996,123.199997,127.500000,127.500000,10128900
2020-02-04,129.100006,132.789993,128.770004,131.029999,131.029999,7994400
2020-02-05,133.460007,133.509995,125.019997,125.940002,125.940002,8797400
2020-02-06,126.400002,129.020004,124.233002,126.160004,126.160004,6425800
2020-02-07,126.300003,127.600998,123.900002,124.250000,124.250000,5447800
2020-02-10,124.989998,133.369995,124.800003,132.210007,132.210007,13483900
2020-02-11,135.710007,142.449997,134.100006,137.000000,137.000000,19908000
2020-02-12,140.279999,141.300003,137.029999,138.289993,138.289993,12578200
2020-02-13,139.500000,141.710007,138.360001,139.050003,139.050003,20641400
2020-02-14,149.190002,151.199997,127.400002,130.250000,130.250000,63567800
2020-02-18,131.660004,133.550003,125.239998,127.150002,127.150002,19434100
2020-02-19,129.220001,131.600006,126.400002,126.559998,126.559998,17247300
2020-02-20,127.250000,127.790001,121.120003,124.080002,124.080002,15397000
2020-02-21,122.949997,123.750000,118.239998,119.379997,119.379997,12555300
2020-02-24,110.300003,118.000000,108.050003,116.989998,116.989998,16435500
2020-02-25,119.480003,120.489998,113.059998,118.669998,118.669998,14533000
2020-02-26,118.290001,119.360001,112.330002,112.709999,112.709999,9723300
2020-02-27,106.879997,115.199997,105.569000,110.029999,110.029999,15852100
2020-02-28,107.000000,114.120003,106.000000,113.669998,113.669998,12392800
2020-03-02,115.489998,116.160004,111.330002,114.669998,114.669998,9298100
2020-03-03,113.980003,114.750000,106.419998,108.620003,108.620003,11612300
2020-03-04,110.010002,110.449997,105.653000,109.610001,109.610001,8881200
2020-03-05,108.199997,110.077003,105.660004,106.440002,106.440002,8623400
2020-03-06,104.349998,105.300003,98.599998,102.019997,102.019997,11841500
2020-03-09,91.000000,101.949997,90.400002,96.260002,96.260002,10503200
2020-03-10,101.059998,101.059998,92.750000,97.300003,97.300003,9694200
2020-03-11,96.379997,97.349998,89.150002,90.629997,90.629997,8737000
2020-03-12,80.650002,86.639999,78.800003,78.809998,78.809998,13580500
2020-03-13,82.709999,83.480003,74.250000,80.949997,80.949997,11944000
2020-03-16,74.699997,76.470001,63.590000,63.840000,63.840000,14455800
2020-03-17,60.299999,75.790001,58.220001,69.459999,69.459999,24859200
2020-03-18,64.785004,74.849998,61.500000,67.500000,67.500000,19522000
2020-03-19,69.470001,75.541000,67.220001,74.120003,74.120003,13199800
2020-03-20,76.519997,80.080002,73.160004,76.129997,76.129997,13755000
2020-03-23,77.370003,90.440002,74.769997,89.459999,89.459999,18705900
2020-03-24,96.500000,101.779999,92.099998,97.199997,97.199997,17774300
2020-03-25,97.849998,100.000000,88.879997,94.849998,94.849998,15629700
2020-03-26,93.199997,96.436996,87.000000,89.750000,89.750000,15213300
2020-03-27,87.400002,89.500000,83.129997,87.449997,87.449997,9820700
2020-03-30,88.949997,90.849998,86.150002,89.610001,89.610001,7899500
2020-03-31,89.160004,94.699997,87.080002,87.480003,87.480003,9175500
2020-04-01,84.980003,86.500000,81.639999,82.419998,82.419998,8694600
2020-04-02,81.410004,84.622002,80.750000,82.529999,82.529999,5268800
2020-04-03,82.279999,83.339996,79.379997,81.459999,81.459999,4738100
2020-04-06,83.709999,90.440002,83.500000,89.489998,89.489998,7148400
2020-04-07,92.849998,93.680000,86.559998,87.800003,87.800003,6193000
2020-04-08,88.900002,92.150002,87.519997,87.809998,87.809998,6446900
2020-04-09,90.099998,94.101997,89.129997,92.449997,92.449997,7271800
2020-04-13,92.500000,96.800003,91.070000,96.559998,96.559998,8648400
2020-04-14,107.989998,108.599998,102.419998,106.529999,106.529999,22987900
2020-04-15,102.419998,114.320000,101.970001,113.000000,113.000000,18210700
2020-04-16,117.000000,132.399994,115.099998,128.000000,128.000000,38289500
2020-04-17,123.680000,128.009995,118.558998,126.800003,126.800003,20691800
2020-04-20,127.849998,135.470001,127.349998,130.039993,130.039993,18823100
2020-04-21,131.750000,132.740005,118.120003,123.559998,123.559998,19014500
2020-04-22,124.430000,125.732002,119.250000,122.190002,122.190002,12271200
2020-04-23,123.000000,128.399994,122.212997,123.059998,123.059998,11360900
2020-04-24,124.860001,126.019997,121.639999,124.830002,124.830002,7636000
2020-04-27,126.300003,130.360001,125.320000,128.630005,128.630005,6580600
2020-04-28,126.050003,127.260002,118.510002,119.360001,119.360001,13001600
2020-04-29,119.184998,122.860001,116.650002,119.519997,119.519997,8964900
2020-04-30,119.165001,124.500000,118.699303,121.110001,121.110001,6162127
